@id;@type;@lat;@lon;ref:mise;brand;name;operator;idImpianto;descCarburante;prezzo;isSelf;dtComu;color
9212331921;node;43.6287602;13.3295542;47922;Interpetrol;Interpetrol;Interpetrol - S.R.L.;47922;Metano;1.299;0;06/08/2025 12:06:08;Green
9224918334;node;45.2174495;7.7829901;51219;Esso;Esso;Edorado & C. S.N.C. di Gorbei Radu;51219;Metano;2.899;0;04/08/2025 12:05:07;Red
9228796871;node;43.4991459;13.4970669;5251;Esso;;Goldengas - Società Per Azioni;5251;Metano;1.299;0;07/08/2025 09:01:06;Green
9258439328;node;40.9213611;14.3863339;17580;;;De. Pi. Petroli S.R.L.;17580;Metano;1.399;0;05/08/2025 21:33:32;Yellow
9335246935;node;43.7113393;10.3790157;51335;;Ala;;51335;Metano;1.559;0;07/08/2025 07:34:25;Red
9507407426;node;45.4463027;10.8957792;53219;;;Verona;53219;Metano;1.349;0;08/08/2025 01:04:04;Yellow
9683202921;node;37.1101137;15.2406174;5175;Q8;Q8;Servizi e Gestioni Zenit srl;5175;Metano;1.599;0;08/08/2025 06:01:29;Red
9683202923;node;37.1054035;15.2529609;52454;Lukoil;Lukoil;Mv Petroli srl;52454;Metano;1.599;0;07/08/2025 10:17:19;Red
9735961834;node;37.5704586;15.0713056;53833;Pompe Bianche;Etna Fuel;Etna Fuel srl;53833;Metano;1.569;0;05/08/2025 05:49:09;Red
9767983850;node;45.1910519;12.2775165;48571;Enercoop;enercoop;Vega Carburanti S.p.A.;48571;Metano;1.399;0;06/08/2025 21:30:52;Yellow
9790683392;node;43.6789735;10.2789421;53998;Beyfin;Beyfin;;53998;Metano;1.549;0;04/08/2025 10:33:55;Red
9792034448;node;45.3847743;10.9723216;7454;Ego;Ego;Danese Massimo;7454;Metano;1.299;0;08/08/2025 08:11:47;Green
9792656490;node;45.5197894;10.8728600;53316;Metano;Metano;Zampini Rosalba;53316;Metano;1.349;0;08/08/2025 07:04:11;Yellow
9951073783;node;43.8136651;12.9861979;54385;;M Rosciano;;54385;Metano;1.399;0;08/08/2025 06:09:09;Yellow
10125143669;node;36.8875628;14.6899384;42550;Blanco Petroli;BP;Blanco Petroli srl;42550;Metano;1.639;1;08/08/2025 00:08:34;Red
10125143675;node;37.0323618;14.6587229;4932;Lukoil;Lukoil;Nd Petroli srl;4932;Metano;1.659;0;06/08/2025 17:06:34;Red
10125143678;node;36.8088702;14.8183545;5067;Enilive;Enilive;Servizi e Gestioni Zenit srl;5067;Metano;1.639;0;07/08/2025 06:00:50;Red
10127107236;node;37.8531371;14.8133200;60106;Pompe Bianche;Virzì;Virzì srl;60106;Metano;1.539;0;07/08/2025 08:45:44;Red
10129163003;node;37.7038664;15.1901865;60378;Pompe Bianche;Jonia Carburanti;J Fuel srl;60378;Metano;1.677;0;04/08/2025 17:57:00;Red
10213100127;node;37.6186113;15.1331989;54988;Pompe Bianche;Zappalà;Eredi Zappalà Alfio srl;54988;Metano;1.569;0;06/08/2025 11:10:25;Red
10604236492;node;43.6690276;10.5406768;41909;Pisa Carburanti;Pisa Carburanti;;41909;Metano;1.769;0;05/08/2025 08:02:04;Red
10614529930;node;45.5887024;9.1732863;11678;Q8;Q8;;11678;Metano;1.349;0;07/08/2025 07:03:58;Yellow
10677120061;node;37.6699961;12.8001183;47766;47766;Stazione di Servizio Tantaro Energia;Tantaro Energia;47766;Metano;1.949;0;08/08/2025 07:45:08;Red
10681605376;node;37.3494609;13.8404118;54342;DB;Stazione di Servizio DB;DBM Pompe Bianche;54342;Metano;2.399;0;04/08/2025 06:03:23;Red
10722289249;node;43.5153716;13.2543533;58733;;Jesi 1;Jesi 1 S.R.L.;58733;Metano;1.299;0;01/08/2025 10:56:10;Green
10753104281;node;45.5595926;9.0402974;3555;Q8;Q8;;3555;Metano;1.799;0;07/08/2025 19:00:10;Red
10776310841;node;37.0624033;14.2738044;4605;Pompe Bianche;Melfa's;Meic Services spa;4605;Metano;1.599;0;06/08/2025 09:11:40;Red
10776310859;node;37.0816864;14.2144525;48464;Pompe Bianche;Gb Oil;Gb Oil srl;48464;Metano;1.999;0;08/08/2025 07:04:32;Red
